name,make,model,body,position,wing,tail,engine,engine_count,wing_span,length,height
EMBRAER VC-97 Brasilia,EMBRAER,Brasilia,Narrow,Low wing,Fixed Wing,T-tail,Turboprop,Multi,19.77 m,19.63 m,6.05 m
EMBRAER Brasilia,EMBRAER,Brasilia,Narrow,Low wing,Fixed Wing,T-tail,Turboprop,Multi,19.77 m,19.63 m,6.05 m
EMBRAER EMB-120 Brasilia,EMBRAER,Brasilia,Narrow,Low wing,Fixed Wing,T-tail,Turboprop,Multi,19.77 m,19.63 m,6.05 m
EMBRAER Xingu,EMBRAER,Xingu,Narrow,Low wing,Fixed Wing,T-tail,Turboprop,Multi,14.45 m,12.25 m,4.74 m
EMBRAER VU-9 Xingu,EMBRAER,Xingu,Narrow,Low wing,Fixed Wing,T-tail,Turboprop,Multi,14.45 m,12.25 m,4.74 m
EMBRAER Xingu,EMBRAER,Xingu,Narrow,Low wing,Fixed Wing,T-tail,Turboprop,Multi,14.45 m,12.25 m,4.74 m
EMBRAER EC-9 Xingu,EMBRAER,Xingu,Narrow,Low wing,Fixed Wing,T-tail,Turboprop,Multi,14.45 m,12.25 m,4.74 m
EMBRAER EMB-121 Xingu,EMBRAER,Xingu,Narrow,Low wing,Fixed Wing,T-tail,Turboprop,Multi,14.45 m,12.25 m,4.74 m
EMBRAER ERJ-135,EMBRAER,ERJ-135,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,26.33 m,6.76 m
EMBRAER ERJ-135,EMBRAER,ERJ-135,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,26.33 m,6.76 m
EMBRAER ERJ-140,EMBRAER,ERJ-135,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,26.33 m,6.76 m
EMBRAER Legacy 600,EMBRAER,ERJ-135,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,26.33 m,6.76 m
EMBRAER EMB-135,EMBRAER,ERJ-135,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,26.33 m,6.76 m
EMBRAER EMB-135 Legacy 600,EMBRAER,ERJ-135,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,26.33 m,6.76 m
EMBRAER ERJ-145,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
HARBIN EMBRAER EMB-145LI,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
HARBIN EMBRAER ERJ-145LI,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER ERJ-145ER,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER ERJ-145EU,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER ERJ-145LR,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER ERJ-145MP,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER P-99,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER R-99,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145LR,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145MP/ASW,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER ERJ-145LU,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145MP,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145AEW,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145EP,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145ER,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145RS,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145EU,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145SA,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145LU,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER ERJ-145EP,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER C-99,EMBRAER,ERJ-145,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,20.04 m,29.87 m,6.76 m
EMBRAER ERJ 170-100,EMBRAER,ERJ 170-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,26.00 m,29.90 m,9.85 m
EMBRAER ERJ-170,EMBRAER,ERJ 170-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,26.00 m,29.90 m,9.85 m
EMBRAER 175,EMBRAER,ERJ 170-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,26.00 m,29.90 m,9.85 m
EMBRAER 170,EMBRAER,ERJ 170-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,26.00 m,29.90 m,9.85 m
EMBRAER ERJ 190-100,EMBRAER,ERJ 190-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,28.72 m,36.24 m,10.57 m
EMBRAER ERJ-190,EMBRAER,ERJ 190-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,28.72 m,36.24 m,10.57 m
EMBRAER Lineage 1000,EMBRAER,ERJ 190-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,28.72 m,36.24 m,10.57 m
EMBRAER 190,EMBRAER,ERJ 190-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,28.72 m,36.24 m,10.57 m
EMBRAER 195,EMBRAER,ERJ 190-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,28.72 m,36.24 m,10.57 m
EMBRAER ERJ-190 Lineage 1000,EMBRAER,ERJ 190-100,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,28.72 m,36.24 m,10.57 m
EMBRAER ERJ 190-200,EMBRAER,ERJ 190-200,Narrow,Low wing (winglets),Fixed Wing,"Regular tail, low set",Jet,Multi,28.72 m,38.65 m,10.55 m
EMBRAER E175-E2,EMBRAER,E175-E2,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,31.00 m,32.40 m,9.98 m
EMBRAER E190-E2,EMBRAER,E190-E2,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,33.70 m,36.20 m,11.00 m
EMBRAER E195-E2,EMBRAER,E195-E2,Narrow,Low wing (anhedral with cone),Fixed Wing,"Regular tail, mid set",Jet,Multi,35.10 m,41.50 m,10.90 m
EMBRAER EMB-135BJ Legacy 600,EMBRAER,EMB-135BJ Legacy 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.17 m,26.33 m,6.76 m
EMBRAER ERJ-145XR,EMBRAER,ERJ-145XR,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,,20.04 m,29.87 m,6.76 m
EMBRAER ERJ-145XR,EMBRAER,ERJ-145XR,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,,20.04 m,29.87 m,6.76 m
EMBRAER EMB-145XR,EMBRAER,ERJ-145XR,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,,20.04 m,29.87 m,6.76 m
EMBRAER Phenom 100,EMBRAER,Phenom 100,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,12.30 m,12.82 m,4.35 m
EMBRAER Phenom 100,EMBRAER,Phenom 100,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,12.30 m,12.82 m,4.35 m
EMBRAER EMB-500 Phenom 100,EMBRAER,Phenom 100,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,12.30 m,12.82 m,4.35 m
EMBRAER EMB-545 Legacy 450,EMBRAER,EMB-545 Legacy 450,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,20.25 m,19.69 m,6.43 m
EMBRAER EMB-550 Legacy 500,EMBRAER,EMB-550 Legacy 500,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,20.25 m,20.74 m,6.44 m
EMBRAER Phenom 300,EMBRAER,Phenom 300,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,15.90 m,15.60 m,5.10 m
EMBRAER EMB-505 Phenom 300,EMBRAER,Phenom 300,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,15.90 m,15.60 m,5.10 m
EMBRAER Phenom 300,EMBRAER,Phenom 300,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,15.90 m,15.60 m,5.10 m
EMBRAER ERJ 170-200 (long wing),EMBRAER,ERJ 170-200 (long wing),Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,28.65 m,31.68 m,9.86 m
EMBRAER ERJ 170-200 (short wing),EMBRAER,ERJ 170-200 (short wing),Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,26.00 m,31.68 m,9.86 m
EMBRAER A-27 Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
SHORT Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
SHORT S-312 Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
EMBRAER Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
EMBRAER T-27 Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
EMBRAER A-27 Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
EMBRAER EMB-312F Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
EMBRAER EMB-312 Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
AOI EMB-312 Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
AOI Tucano,EMBRAER,A-27 Tucano,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Turboprop,Single,11.14 m,9.86 m,3.40 m
EUROFIGHTER Eurofighter Typhoon,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
EUROFIGHTER Eurofighter 2000,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
EUROFIGHTER Typhoon,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
DASA Eurofighter 2000,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
DASA Typhoon,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
CASA Typhoon,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
CASA Eurofighter 2000,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
BRITISH AEROSPACE Typhoon,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
BRITISH AEROSPACE Eurofighter 2000,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
BAE SYSTEMS Eurofighter 2000,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
BAE SYSTEMS Typhoon,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
ALENIA Typhoon,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
ALENIA Eurofighter 2000,EUROFIGHTER,Eurofighter Typhoon,Narrow,,Fixed Wing,,Jet,Multi,10.95 m,15.96 m,5.28 m
EXPLORER Explorer 500T,EXPLORER,Explorer 500T,Narrow,,Fixed Wing,,Turboprop,Single,,,
EXPLORER (2) Explorer 500T,EXPLORER,Explorer 500T,Narrow,,Fixed Wing,,Turboprop,Single,,,
AEA Explorer 500T,EXPLORER,Explorer 500T,Narrow,,Fixed Wing,,Turboprop,Single,,,
EXTRA EA-500,EXTRA,EA-500,Narrow,High wing,Fixed Wing,T-tail,Turboprop,Single,11.50 m,10.00 m,3.30 m
EXTRA EA-500,EXTRA,EA-500,Narrow,High wing,Fixed Wing,T-tail,Turboprop,Single,11.50 m,10.00 m,3.30 m
EXTRA EA-200,EXTRA,EA-200,Narrow,,Fixed Wing,,Turboprop,Single,,,
EXTRA EA-200,EXTRA,EA-200,Narrow,,Fixed Wing,,Turboprop,Single,,,
EXTRA EA-230,EXTRA,EA-230,Narrow,,Fixed Wing,,Piston,Single,,,
EXTRA EA-230,EXTRA,EA-230,Narrow,,Fixed Wing,,Piston,Single,,,
EXTRA EA-300,EXTRA,EA-300,Narrow,,Fixed Wing,,Piston,Single,,,
EXTRA EA-330,EXTRA,EA-300,Narrow,,Fixed Wing,,Piston,Single,,,
EXTRA EA-350,EXTRA,EA-300,Narrow,,Fixed Wing,,Piston,Single,,,
EXTRA EA-300,EXTRA,EA-300,Narrow,,Fixed Wing,,Piston,Single,,,
EXTRA EA-400,EXTRA,EA-400,Narrow,,Fixed Wing,,Turboprop,Single,11.50 m,9.90 m,3.00 m
EXTRA EA-400,EXTRA,EA-400,Narrow,,Fixed Wing,,Turboprop,Single,11.50 m,9.90 m,3.00 m
FAIRCHILD A-10 Thunderbolt 2,FAIRCHILD,A-10 Thunderbolt 2,Narrow,Low wing,Fixed Wing,"Double fin, low set",Jet,Multi,17.53 m,16.26 m,4.47 m
FAIRCHILD (1) Thunderbolt 2,FAIRCHILD,A-10 Thunderbolt 2,Narrow,Low wing,Fixed Wing,"Double fin, low set",Jet,Multi,17.53 m,16.26 m,4.47 m
FAIRCHILD (1) OA-10 Thunderbolt 2,FAIRCHILD,A-10 Thunderbolt 2,Narrow,Low wing,Fixed Wing,"Double fin, low set",Jet,Multi,17.53 m,16.26 m,4.47 m
FAIRCHILD (1) A-10 Thunderbolt 2,FAIRCHILD,A-10 Thunderbolt 2,Narrow,Low wing,Fixed Wing,"Double fin, low set",Jet,Multi,17.53 m,16.26 m,4.47 m
FAIRCHILD DORNIER 228,FAIRCHILD DORNIER,228,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,16.97 m,16.56 m,4.86 m
RUAG Dornier 228,FAIRCHILD DORNIER,228,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,16.97 m,16.56 m,4.86 m
HINDUSTAN 228,FAIRCHILD DORNIER,228,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,16.97 m,16.56 m,4.86 m
FAIRCHILD DORNIER 228,FAIRCHILD DORNIER,228,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,16.97 m,16.56 m,4.86 m
DORNIER 228,FAIRCHILD DORNIER,228,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,16.97 m,16.56 m,4.86 m
FAIRCHILD DORNIER 328,FAIRCHILD DORNIER,328,Narrow,High wing,Fixed Wing,T-tail,Turboprop,Multi,20.98 m,21.11 m,7.24 m
FAIRCHILD DORNIER 328,FAIRCHILD DORNIER,328,Narrow,High wing,Fixed Wing,T-tail,Turboprop,Multi,20.98 m,21.11 m,7.24 m
DORNIER 328,FAIRCHILD DORNIER,328,Narrow,High wing,Fixed Wing,T-tail,Turboprop,Multi,20.98 m,21.11 m,7.24 m
FAIRCHILD DORNIER 328JET,FAIRCHILD DORNIER,328JET,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,20.90 m,20.90 m,7.20 m
RUAG Dornier 328 JET Envoy,FAIRCHILD DORNIER,328JET,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,20.90 m,20.90 m,7.20 m
FAIRCHILD DORNIER Envoy 3,FAIRCHILD DORNIER,328JET,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,20.90 m,20.90 m,7.20 m
FAIRCHILD DORNIER 328JET Envoy 3,FAIRCHILD DORNIER,328JET,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,20.90 m,20.90 m,7.20 m
FAIRCHILD DORNIER 328JET,FAIRCHILD DORNIER,328JET,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,20.90 m,20.90 m,7.20 m
AVCRAFT Dornier 328JET,FAIRCHILD DORNIER,328JET,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,20.90 m,20.90 m,7.20 m
328 SUPPORT SERVICES Dornier 328JET,FAIRCHILD DORNIER,328JET,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,20.90 m,20.90 m,7.20 m
FFA AS-202 Bravo,FFA,AS-202 Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.75 m,7.50 m,2.81 m
FFA Wren,FFA,AS-202 Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.75 m,7.50 m,2.81 m
FFA AS-202-18 Wren,FFA,AS-202 Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.75 m,7.50 m,2.81 m
FFA Bravo,FFA,AS-202 Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.75 m,7.50 m,2.81 m
FFA AS-202-15 Bravo,FFA,AS-202 Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.75 m,7.50 m,2.81 m
FFA AS-202-18 Bravo,FFA,AS-202 Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.75 m,7.50 m,2.81 m
FFA AS-202-26 Bravo,FFA,AS-202 Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.75 m,7.50 m,2.81 m
FFA AS-202-32TP Turbine Bravo,FFA,AS-202-32TP Turbine Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,9.65 m,8.86 m,3.04 m
FFA AS-202-32TP Turbine Bravo,FFA,AS-202-32TP Turbine Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,9.65 m,8.86 m,3.04 m
FFA Turbine Bravo,FFA,AS-202-32TP Turbine Bravo,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Turboprop,Single,9.65 m,8.86 m,3.04 m
FOKKER F100,FOKKER,F100,Narrow,,Fixed Wing,,Jet,Multi,28.10 m,35.50 m,8.50 m
FOKKER 100,FOKKER,F100,Narrow,,Fixed Wing,,Jet,Multi,28.10 m,35.50 m,8.50 m
FOKKER F-27 Friendship,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FOKKER F-27 Maritime,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FAIRCHILD HILLER FH-227,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FAIRCHILD HILLER F-27,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FOKKER Friendship,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FOKKER Maritime,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FOKKER F-27 Troopship,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FOKKER Troopship,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FOKKER F-27 Friendship,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FOKKER C-31 Friendship,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FAIRCHILD (1) F-27,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
CONAIR F-27 Firefighter,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
CONAIR Firefighter,FOKKER,F-27 Friendship,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,23.10 m,8.50 m
FOKKER F-28 Fellowship,FOKKER,F-28 Fellowship,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,27.07 m,27.40 m,8.50 m
FOKKER F-28 Fellowship,FOKKER,F-28 Fellowship,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,27.07 m,27.40 m,8.50 m
FOKKER Fellowship,FOKKER,F-28 Fellowship,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,27.07 m,27.40 m,8.50 m
FOKKER F50,FOKKER,F50,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,25.20 m,8.40 m
FOKKER Fokker 50 Freighter,FOKKER,F50,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,25.20 m,8.40 m
FOKKER Maritime Enforcer,FOKKER,F50,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,25.20 m,8.40 m
FOKKER 50,FOKKER,F50,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,25.20 m,8.40 m
FOKKER 50 Maritime Enforcer,FOKKER,F50,Narrow,High wing,Fixed Wing,"Regular tail, high set",Turboprop,Multi,29.00 m,25.20 m,8.40 m
FOKKER F70,FOKKER,F70,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,28.10 m,30.90 m,8.50 m
FOKKER 70,FOKKER,F70,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,28.10 m,30.90 m,8.50 m
FOUGA CM-175 Zephyr,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
VALMET CM-170R Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
VALMET Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
SUD Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
SUDFLUG CM-170R Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
SUDFLUG Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
SUD CM-170R Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
POTEZ Zephyr,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
POTEZ Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
POTEZ CM-175 Zephyr,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
POTEZ CM-170R Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
POTEZ AIR-FOUGA CM-170R Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
POTEZ AIR-FOUGA Zephyr,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
POTEZ AIR-FOUGA CM-175 Zephyr,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
POTEZ AIR-FOUGA Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
IAI Tzukit,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
IAI CM-170R Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
IAI CM-170R Tzukit,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
IAI Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
FOUGA Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
FOUGA CM-170R Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
AIR-FOUGA Magister,FOUGA,CM-175 Zephyr,Narrow,,Fixed Wing,,Jet,Multi,12.15 m,10.06 m,2.80 m
