name,make,model,body,position,wing,tail,engine,engine_count,wing_span,length,height
MITSUBISHI F-15 Eagle,BOEING,F-15 Strike Eagle,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,13.00 m,19.40 m,5.60 m
BOEING Slam Eagle,BOEING,F-15 Strike Eagle,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,13.00 m,19.40 m,5.60 m
BOEING Ra'am,BOEING,F-15 Strike Eagle,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,13.00 m,19.40 m,5.60 m
BOEING F-15 Slam Eagle,BOEING,F-15 Strike Eagle,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,13.00 m,19.40 m,5.60 m
BOEING F-15 Eagle,BOEING,F-15 Strike Eagle,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,13.00 m,19.40 m,5.60 m
BOEING F-15 Ra'am,BOEING,F-15 Strike Eagle,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,13.00 m,19.40 m,5.60 m
BOEING Eagle,BOEING,F-15 Strike Eagle,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,13.00 m,19.40 m,5.60 m
BOEING F-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
VALMET Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
VALMET FA-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
SF Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
SF FA-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
MCDONNELL DOUGLAS CF-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
MCDONNELL DOUGLAS ATF-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
MCDONNELL DOUGLAS AF-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
MCDONNELL DOUGLAS Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
MCDONNELL DOUGLAS FA-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
MCDONNELL DOUGLAS CF-188 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
MCDONNELL DOUGLAS EF-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
GAF AF-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
GAF ATF-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
GAF Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
FINAVITEC FA-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
FINAVITEC Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
ASTA Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
ASTA AF-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
BOEING Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
BOEING FA-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
ASTA ATF-18 Hornet,BOEING,F-18 Hornet,Narrow,High wing,Fixed Wing,"Double fin, low set",Jet,Multi,12.30 m,17.10 m,4.70 m
BOEING Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
MERIDIONALI CH-47 Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
MERIDIONALI Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
KAWASAKI Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
KAWASAKI CH-47 Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING MH-47 Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING CH-47 Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING JCH-47 Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING HH-47,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING VERTOL Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING VERTOL JCH-47 Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING VERTOL MH-47 Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING VERTOL 114,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING VERTOL CH-47 Chinook,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING VERTOL 414,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING VERTOL 234,BOEING,Chinook,,Three-blade tandem rotors,Rotary,Tail rotor on top of fuselage,Turboshaft,Multi,18.30 m,30.10 m,5.70 m
BOEING KC-135,BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING KC-135D Stratotanker,BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING Stratotanker (TF33 engines),BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING KC-135E Stratotanker,BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING KC-135,BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING Stratotanker (CFM56 engines),BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING KC-135T Stratotanker,BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING KC-135R Stratotanker,BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING C-135FR Stratotanker,BOEING,KC-135,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING RC-135,BOEING,RC-135,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING RC-135,BOEING,RC-135,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Jet,Multi,39.90 m,41.50 m,12.70 m
BOEING 787-10 Dreamliner,BOEING,787-10 Dreamliner,Wide,Low wing,Fixed Wing,Regular tail (Dihedral),Jet,Multi,60.10 m,68.30 m,16.90 m
BOMBARDIER BD-500 CSeries CS100,BOMBARDIER,BD-500 CSeries CS100,,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,35.10 m,35.00 m,11.50 m
BOMBARDIER CSeries CS100,BOMBARDIER,BD-500 CSeries CS100,,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,35.10 m,35.00 m,11.50 m
BOMBARDIER BD-500 CSeries CS100,BOMBARDIER,BD-500 CSeries CS100,,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,35.10 m,35.00 m,11.50 m
BOMBARDIER BD-500 CSeries CS300,BOMBARDIER,BD-500 CSeries CS300,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,35.10 m,38.70 m,11.50 m
BOMBARDIER CSeries CS300,BOMBARDIER,BD-500 CSeries CS300,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,35.10 m,38.70 m,11.50 m
BOMBARDIER BD-500 CSeries CS300,BOMBARDIER,BD-500 CSeries CS300,Narrow,Low wing (winglets),Fixed Wing,Regular tail (Dihedral),Jet,Multi,35.10 m,38.70 m,11.50 m
BOMBARDIER Challenger 300,BOMBARDIER,Challenger 300,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,18.40 m,20.90 m,6.10 m
BOMBARDIER Challenger 350,BOMBARDIER,Challenger 300,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,18.40 m,20.90 m,6.10 m
BOMBARDIER Challenger 300,BOMBARDIER,Challenger 300,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,18.40 m,20.90 m,6.10 m
BOMBARDIER BD-100 Challenger 300,BOMBARDIER,Challenger 300,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,18.40 m,20.90 m,6.10 m
BOMBARDIER Challenger 600,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR Challenger 650,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR C-143 Challenger 604,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR CL-600 Challenger 604,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR CL-600 Challenger 601,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR CL-600 Challenger 600,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR CL-600 Challenger 605,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR Challenger 605,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR Challenger 604,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR Challenger 601,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR Challenger 600,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR CE-144A Challenger 600,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR CC-144B Challenger 601,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
CANADAIR CC-144 Challenger 600,BOMBARDIER,Challenger 600,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,19.60 m,20.85 m,6.30 m
BOMBARDIER Regional Jet CRJ-100,BOMBARDIER,Regional Jet CRJ-100,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Regional Jet RJ-100,BOMBARDIER,Regional Jet CRJ-100,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Regional Jet CRJ-100,BOMBARDIER,Regional Jet CRJ-100,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Regional Jet RJ-100,BOMBARDIER,Regional Jet CRJ-100,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Regional Jet CRJ-100,BOMBARDIER,Regional Jet CRJ-100,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
BOMBARDIER Regional Jet CRJ-200,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Challenger 850,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Challenger 800,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Challenger 850,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Challenger 800,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Special Edition,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Regional Jet RJ-200,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Regional Jet CRJ-440,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Regional Jet CRJ-200,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR Corporate Jetliner,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Special Edition,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Regional Jet RJ-200,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Regional Jet CRJ-440,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Regional Jet CRJ-200,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
CANADAIR CL-600 Corporate Jetliner,BOMBARDIER,Regional Jet CRJ-200,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,21.21 m,26.80 m,6.30 m
BOMBARDIER Regional Jet CRJ-700,BOMBARDIER,Regional Jet CRJ-700,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,23.24 m,32.51 m,7.57 m
CANADAIR Regional Jet CRJ-700,BOMBARDIER,Regional Jet CRJ-700,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,23.24 m,32.51 m,7.57 m
CANADAIR Regional Jet CRJ-701,BOMBARDIER,Regional Jet CRJ-700,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,23.24 m,32.51 m,7.57 m
CANADAIR CL-600 Challenger 870,BOMBARDIER,Regional Jet CRJ-700,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,23.24 m,32.51 m,7.57 m
CANADAIR Challenger 870,BOMBARDIER,Regional Jet CRJ-700,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,23.24 m,32.51 m,7.57 m
CANADAIR CL-600 Regional Jet CRJ-701,BOMBARDIER,Regional Jet CRJ-700,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,23.24 m,32.51 m,7.57 m
CANADAIR CL-600 Regional Jet CRJ-700,BOMBARDIER,Regional Jet CRJ-700,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,23.24 m,32.51 m,7.57 m
BOMBARDIER Regional Jet CRJ-900,BOMBARDIER,Regional Jet CRJ-900,Narrow,,Fixed Wing,,Jet,Multi,23.30 m,36.20 m,7.50 m
CANADAIR Regional Jet CRJ-900,BOMBARDIER,Regional Jet CRJ-900,Narrow,,Fixed Wing,,Jet,Multi,23.30 m,36.20 m,7.50 m
CANADAIR Challenger 890,BOMBARDIER,Regional Jet CRJ-900,Narrow,,Fixed Wing,,Jet,Multi,23.30 m,36.20 m,7.50 m
CANADAIR CL-600 Regional Jet CRJ-705,BOMBARDIER,Regional Jet CRJ-900,Narrow,,Fixed Wing,,Jet,Multi,23.30 m,36.20 m,7.50 m
CANADAIR Regional Jet CRJ-705,BOMBARDIER,Regional Jet CRJ-900,Narrow,,Fixed Wing,,Jet,Multi,23.30 m,36.20 m,7.50 m
CANADAIR CL-600 Challenger 890,BOMBARDIER,Regional Jet CRJ-900,Narrow,,Fixed Wing,,Jet,Multi,23.30 m,36.20 m,7.50 m
CANADAIR CL-600 Regional Jet CRJ-900,BOMBARDIER,Regional Jet CRJ-900,Narrow,,Fixed Wing,,Jet,Multi,23.30 m,36.20 m,7.50 m
BOMBARDIER Regional Jet CRJ-1000,BOMBARDIER,Regional Jet CRJ-1000,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,26.20 m,39.10 m,7.50 m
BOMBARDIER CL-600-2E25 Regional Jet CRJ-1000,BOMBARDIER,Regional Jet CRJ-1000,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,26.20 m,39.10 m,7.50 m
BOMBARDIER Regional Jet CRJ-1000,BOMBARDIER,Regional Jet CRJ-1000,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,26.20 m,39.10 m,7.50 m
BOMBARDIER CL-600 Regional Jet CRJ-1000,BOMBARDIER,Regional Jet CRJ-1000,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,26.20 m,39.10 m,7.50 m
BOMBARDIER Dash 8 Q200,BOMBARDIER,Dash 8 Q200,Narrow,,Fixed Wing,,Turboprop,Multi,25.89 m,22.25 m,7.49 m
DE HAVILLAND CANADA DHC-8-200 Dash 8,BOMBARDIER,Dash 8 Q200,Narrow,,Fixed Wing,,Turboprop,Multi,25.89 m,22.25 m,7.49 m
DE HAVILLAND CANADA Dash 8 (200),BOMBARDIER,Dash 8 Q200,Narrow,,Fixed Wing,,Turboprop,Multi,25.89 m,22.25 m,7.49 m
BOMBARDIER Dash 8 Q300,BOMBARDIER,Dash 8 Q300,Narrow,,Fixed Wing,,Turboprop,Multi,27.43 m,25.68 m,7.49 m
DE HAVILLAND CANADA Dash 8 (300),BOMBARDIER,Dash 8 Q300,Narrow,,Fixed Wing,,Turboprop,Multi,27.43 m,25.68 m,7.49 m
DE HAVILLAND CANADA DHC-8-300 Dash 8,BOMBARDIER,Dash 8 Q300,Narrow,,Fixed Wing,,Turboprop,Multi,27.43 m,25.68 m,7.49 m
BOMBARDIER Dash 8 Q400,BOMBARDIER,Dash 8 Q400,Narrow,,Fixed Wing,,Turboprop,Multi,28.40 m,32.81 m,8.30 m
DE HAVILLAND CANADA Dash 8 (400),BOMBARDIER,Dash 8 Q400,Narrow,,Fixed Wing,,Turboprop,Multi,28.40 m,32.81 m,8.30 m
DE HAVILLAND CANADA DHC-8-400 Dash 8,BOMBARDIER,Dash 8 Q400,Narrow,,Fixed Wing,,Turboprop,Multi,28.40 m,32.81 m,8.30 m
BOMBARDIER Global 5000,BOMBARDIER,Global 5000,Narrow,,Fixed Wing,,Jet,Multi,28.65 m,28.69 m,7.70 m
BOMBARDIER Global 5000,BOMBARDIER,Global 5000,Narrow,,Fixed Wing,,Jet,Multi,28.65 m,28.69 m,7.70 m
BOMBARDIER BD-700 Global 5000,BOMBARDIER,Global 5000,Narrow,,Fixed Wing,,Jet,Multi,28.65 m,28.69 m,7.70 m
BOMBARDIER Global 7000,BOMBARDIER,Global 7000,Narrow,Low wing (winglets),Fixed Wing,T-tail,Jet,Multi,31.70 m,33.90 m,8.20 m
BOMBARDIER Global Express,BOMBARDIER,Global Express,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,26.90 m,30.30 m,7.60 m
BOMBARDIER Global 6000,BOMBARDIER,Global Express,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,26.90 m,30.30 m,7.60 m
RAYTHEON Sentinel,BOMBARDIER,Global Express,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,26.90 m,30.30 m,7.60 m
BOMBARDIER Sentinel,BOMBARDIER,Global Express,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,26.90 m,30.30 m,7.60 m
BOMBARDIER Global Express,BOMBARDIER,Global Express,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,26.90 m,30.30 m,7.60 m
BOMBARDIER BD-700 Global Express,BOMBARDIER,Global Express,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,26.90 m,30.30 m,7.60 m
BREGUET 1150 Atlantic,BREGUET,1150 Atlantic,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,37.36 m,31.75 m,11.34 m
DASSAULT 1150 Atlantic,BREGUET,1150 Atlantic,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,37.36 m,31.75 m,11.34 m
DASSAULT Atlantique 2,BREGUET,1150 Atlantic,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,37.36 m,31.75 m,11.34 m
DASSAULT Atlantic,BREGUET,1150 Atlantic,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,37.36 m,31.75 m,11.34 m
BREGUET 1150 Atlantic,BREGUET,1150 Atlantic,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,37.36 m,31.75 m,11.34 m
BREGUET Atlantic,BREGUET,1150 Atlantic,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,37.36 m,31.75 m,11.34 m
BRITISH AEROSPACE ATP,BRITISH AEROSPACE,ATP,Narrow,Low wing,Fixed Wing,Regular tail (Dihedral),Turboprop,Multi,30.63 m,26.00 m,
JETSTREAM 61,BRITISH AEROSPACE,ATP,Narrow,Low wing,Fixed Wing,Regular tail (Dihedral),Turboprop,Multi,30.63 m,26.00 m,
BRITISH AEROSPACE ATP,BRITISH AEROSPACE,ATP,Narrow,Low wing,Fixed Wing,Regular tail (Dihedral),Turboprop,Multi,30.63 m,26.00 m,
BRITISH AEROSPACE BAe-146-100,BRITISH AEROSPACE,BAe-146-100,,High wing,Fixed Wing,T-tail,Jet,Multi,26.21 m,26.20 m,8.61 m
BRITISH AEROSPACE Statesman (100),BRITISH AEROSPACE,BAe-146-100,,High wing,Fixed Wing,T-tail,Jet,Multi,26.21 m,26.20 m,8.61 m
BRITISH AEROSPACE BAe-146-100 Statesman,BRITISH AEROSPACE,BAe-146-100,,High wing,Fixed Wing,T-tail,Jet,Multi,26.21 m,26.20 m,8.61 m
BRITISH AEROSPACE BAe-146-100,BRITISH AEROSPACE,BAe-146-100,,High wing,Fixed Wing,T-tail,Jet,Multi,26.21 m,26.20 m,8.61 m
BRITISH AEROSPACE BAe-146-200,BRITISH AEROSPACE,BAe-146-200,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,26.34 m,28.60 m,8.59 m
BRITISH AEROSPACE Quiet Trader,BRITISH AEROSPACE,BAe-146-200,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,26.34 m,28.60 m,8.59 m
BRITISH AEROSPACE Statesman (200),BRITISH AEROSPACE,BAe-146-200,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,26.34 m,28.60 m,8.59 m
BRITISH AEROSPACE BAe-146-200 Statesman,BRITISH AEROSPACE,BAe-146-200,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,26.34 m,28.60 m,8.59 m
BRITISH AEROSPACE BAe-146-200 Quiet Trader,BRITISH AEROSPACE,BAe-146-200,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,26.34 m,28.60 m,8.59 m
BRITISH AEROSPACE BAe-146-200,BRITISH AEROSPACE,BAe-146-200,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,26.34 m,28.60 m,8.59 m
BRITISH AEROSPACE BAe-146-300,BRITISH AEROSPACE,BAe-146-300,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,26.21 m,30.99 m,8.59 m
BRITISH AEROSPACE BAe-146-300,BRITISH AEROSPACE,BAe-146-300,Narrow,High wing,Fixed Wing,T-tail,Jet,Multi,26.21 m,30.99 m,8.59 m
BRITISH AEROSPACE BAC One-Eleven,BRITISH AEROSPACE,BAC One-Eleven,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,28.50 m,32.61 m,7.47 m
BRITISH AEROSPACE One-Eleven,BRITISH AEROSPACE,BAC One-Eleven,Narrow,Low wing,Fixed Wing,T-tail,Jet,Multi,28.50 m,32.61 m,7.47 m
